id,idade,genero,estado_civil,educacao,regime_trabalho,data_contratacao,data_demissao,tipo_demissao,cargo,salario_atual,data_ultimo_feedback,data_ultimo_aumento,data_ultima_mudanca_cargo,nota_avaliacao,acompanhamento_psicologo,qtde_projetos,qtde_clientes,nivel_satisfacao_gestor,churn
EMP0733,31,F,Solteiro(a),Bachelor,Presencial,2020-06-01,,,Senior Developer,24037,2024-02-29,2020-09-08,2024-09-13,7.8,True,4,1,8.1,0
EMP0967,34,F,Divorciado(a),Master,Híbrido,2020-06-02,,,DevOps Engineer,9597,2023-09-27,2023-08-08,2020-10-07,9.6,True,6,6,5.9,0
EMP0766,32,F,Divorciado(a),Bachelor,Remoto,2020-06-04,,,Tech Lead,22263,2022-05-02,2023-10-26,2024-09-25,9.8,True,1,3,5.5,0
EMP0192,53,Outro,Casado(a),Bachelor,Híbrido,2020-06-04,,,QA Engineer,20990,2023-09-29,2024-04-18,2023-12-10,9.5,False,9,7,3.3,0
EMP0424,45,Outro,Casado(a),PhD,Remoto,2020-06-05,,,Data Scientist,12362,2023-04-16,2023-12-23,2021-01-24,7.3,False,1,6,6.4,0
EMP0530,49,M,Viúvo(a),Technical Degree,Remoto,2020-06-06,,,UX Designer,22400,2023-08-25,2021-03-14,2023-05-26,9.1,False,9,3,8.1,0
EMP0894,25,Outro,Solteiro(a),PhD,Híbrido,2020-06-08,,,Data Scientist,12232,2021-03-06,2023-10-06,2021-09-14,8.6,False,5,7,7.8,0
EMP1362,31,Outro,Divorciado(a),PhD,Presencial,2020-06-08,,,Tech Lead,15817,2023-05-02,2021-11-05,2022-07-18,9.6,True,1,6,1.2,0
EMP0948,50,Outro,Divorciado(a),PhD,Híbrido,2020-06-08,,,QA Engineer,11205,2023-08-22,2022-07-11,2021-02-07,7.6,True,8,7,8.8,0
EMP0664,50,F,Viúvo(a),Technical Degree,Presencial,2020-06-08,,,QA Engineer,21846,2023-08-07,2021-01-23,2020-10-12,6.2,False,5,1,2.7,0
EMP1849,38,Outro,Casado(a),Technical Degree,Híbrido,2020-06-08,,,DevOps Engineer,11681,2024-04-08,2023-12-27,2023-06-17,9.7,True,6,7,6.0,0
EMP1584,35,F,Divorciado(a),Technical Degree,Remoto,2020-06-08,,,Senior Developer,23510,2021-08-24,2023-05-07,2020-12-23,9.7,False,9,6,6.6,0
EMP1484,44,F,Solteiro(a),Master,Presencial,2020-06-09,,,Junior Developer,18892,2022-07-29,2023-11-17,2022-01-16,8.8,False,5,3,4.9,0
EMP1613,22,M,Solteiro(a),Bachelor,Remoto,2020-06-09,,,Senior Developer,17473,2024-10-23,2020-10-01,2024-10-04,8.0,True,1,3,9.4,0
EMP0422,31,F,Casado(a),Technical Degree,Híbrido,2020-06-10,,,QA Engineer,19758,2022-08-29,2022-03-07,2024-08-15,9.7,True,8,1,2.2,0
EMP1219,25,M,Viúvo(a),Technical Degree,Híbrido,2020-06-10,,,DevOps Engineer,22096,2023-01-06,2022-12-06,2023-08-27,8.0,False,6,7,1.8,0
EMP0925,48,Outro,Viúvo(a),Technical Degree,Presencial,2020-06-10,,,DevOps Engineer,14415,2023-04-23,2021-07-31,2021-04-24,8.3,True,5,7,3.9,0
EMP0518,47,Outro,Casado(a),Master,Remoto,2020-06-12,,,Senior Developer,13747,2022-04-14,2024-02-25,2022-02-07,8.1,False,8,6,5.0,0
EMP0249,49,M,Divorciado(a),Technical Degree,Híbrido,2020-06-13,2023-11-19,Voluntária,DevOps Engineer,16411,2020-09-02,2022-11-14,2022-04-04,7.4,False,2,4,1.1,1
EMP1948,52,M,Divorciado(a),Bachelor,Presencial,2020-06-14,,,QA Engineer,19127,2020-06-27,2020-06-28,2021-06-16,8.3,False,8,3,8.0,0
EMP0237,24,F,Viúvo(a),Master,Remoto,2020-06-15,,,Junior Developer,14984,2021-05-02,2021-10-19,2021-06-05,7.1,False,6,6,3.3,0
EMP0451,54,F,Solteiro(a),Technical Degree,Remoto,2020-06-15,,,DevOps Engineer,5904,2023-09-21,2024-03-05,2021-03-31,9.5,False,7,5,3.5,0
EMP0481,49,Outro,Casado(a),Bachelor,Presencial,2020-06-16,2022-08-22,Voluntária,Tech Lead,20881,2021-01-31,2020-07-14,2021-05-08,9.1,True,6,2,9.5,1
EMP1339,49,F,Viúvo(a),Technical Degree,Presencial,2020-06-16,,,Senior Developer,24008,2022-01-11,2021-03-29,2023-06-24,9.5,True,4,2,4.0,0
EMP1296,36,F,Viúvo(a),Technical Degree,Presencial,2020-06-17,,,DevOps Engineer,5533,2020-12-30,2021-05-25,2024-10-17,7.5,False,4,4,7.6,0
EMP0773,47,Outro,Solteiro(a),Technical Degree,Híbrido,2020-06-17,,,Data Scientist,14553,2021-12-17,2021-04-28,2022-08-04,9.5,True,1,4,2.0,0
EMP0923,49,M,Solteiro(a),PhD,Remoto,2020-06-17,2024-02-18,Voluntária,Product Manager,17974,2023-06-20,2023-06-23,2023-11-30,6.4,True,1,5,5.0,1
EMP0141,45,M,Viúvo(a),Technical Degree,Remoto,2020-06-22,2022-02-23,Involuntária,Senior Developer,23096,2021-12-01,2021-05-31,2020-09-25,8.1,True,4,2,7.5,1
EMP1065,52,M,Viúvo(a),Master,Híbrido,2020-06-24,,,Junior Developer,22279,2024-03-23,2022-05-29,2023-07-07,9.7,True,1,5,8.1,0
EMP0547,48,F,Viúvo(a),Master,Presencial,2020-06-25,,,UX Designer,10233,2020-11-06,2022-03-20,2022-09-18,9.5,True,1,4,5.9,0
EMP0204,41,Outro,Divorciado(a),PhD,Remoto,2020-06-26,2022-02-17,Involuntária,Tech Lead,21230,2021-09-30,2021-03-02,2021-10-14,8.3,False,5,1,6.1,1
EMP1984,50,M,Casado(a),Master,Presencial,2020-06-26,,,Junior Developer,5067,2022-10-17,2023-05-30,2023-03-24,7.8,True,3,3,6.7,0
EMP0863,49,M,Solteiro(a),Bachelor,Remoto,2020-06-27,,,QA Engineer,13065,2022-12-13,2021-02-22,2021-10-25,6.8,True,7,2,3.3,0
EMP0420,41,Outro,Casado(a),PhD,Híbrido,2020-06-29,,,Product Manager,16563,2022-12-10,2021-01-31,2021-11-09,6.3,False,9,2,5.5,0
EMP1949,42,Outro,Solteiro(a),Bachelor,Presencial,2020-07-01,,,Senior Developer,10997,2024-06-17,2024-02-25,2023-10-29,8.6,False,8,1,3.1,0
EMP1187,48,F,Divorciado(a),Bachelor,Remoto,2020-07-01,2021-03-14,Voluntária,UX Designer,14047,2021-03-10,2020-09-15,2020-08-16,9.3,True,7,1,7.8,1
EMP1824,42,Outro,Casado(a),Bachelor,Híbrido,2020-07-01,2023-11-06,Voluntária,QA Engineer,6493,2020-07-17,2023-05-12,2022-10-06,9.5,True,9,4,3.1,1
EMP0780,31,F,Solteiro(a),PhD,Híbrido,2020-07-02,,,Senior Developer,9001,2022-06-26,2023-08-11,2021-01-08,8.9,True,7,5,4.6,0
EMP1016,40,Outro,Divorciado(a),Master,Remoto,2020-07-03,2020-11-25,Voluntária,Product Manager,14424,2020-08-31,2020-08-28,2020-07-08,9.6,True,4,5,1.5,1
EMP1428,38,M,Viúvo(a),Master,Remoto,2020-07-03,2023-09-01,Involuntária,QA Engineer,5413,2022-02-05,2023-08-22,2022-06-15,9.0,True,1,4,9.0,1
EMP1817,47,F,Casado(a),Technical Degree,Remoto,2020-07-04,,,Product Manager,14033,2021-09-22,2021-04-14,2023-10-06,6.8,True,2,3,9.0,0
EMP1916,50,Outro,Solteiro(a),Technical Degree,Presencial,2020-07-04,2022-08-21,Voluntária,Product Manager,10800,2022-01-02,2021-06-17,2020-09-24,7.5,True,9,2,9.4,1
EMP1995,40,M,Viúvo(a),Technical Degree,Remoto,2020-07-04,,,QA Engineer,15736,2020-08-05,2023-03-13,2024-04-04,6.7,False,4,6,1.3,0
EMP0256,38,Outro,Viúvo(a),Master,Remoto,2020-07-05,,,Senior Developer,24218,2023-02-22,2022-06-17,2022-10-19,6.8,True,8,4,8.7,0
EMP1415,37,F,Divorciado(a),Master,Híbrido,2020-07-05,,,Data Scientist,22230,2021-04-28,2023-02-25,2023-11-16,7.8,True,4,2,2.7,0
EMP1704,48,M,Divorciado(a),PhD,Presencial,2020-07-05,,,Junior Developer,7257,2021-02-23,2024-06-20,2023-01-11,6.3,False,9,6,3.4,0
EMP0478,46,Outro,Casado(a),Technical Degree,Presencial,2020-07-06,,,Senior Developer,8084,2021-10-03,2023-01-15,2022-06-21,7.7,False,7,6,4.3,0
EMP0348,33,F,Solteiro(a),Bachelor,Presencial,2020-07-06,,,QA Engineer,21999,2024-03-24,2021-09-13,2024-02-10,7.3,False,2,6,8.8,0
EMP0990,38,F,Casado(a),Technical Degree,Remoto,2020-07-07,,,DevOps Engineer,8007,2022-05-17,2021-03-14,2020-10-02,8.7,True,2,5,4.2,0
EMP1609,44,F,Divorciado(a),Bachelor,Remoto,2020-07-07,,,Junior Developer,22560,2023-09-18,2022-10-03,2023-09-15,8.6,False,1,6,5.8,0
EMP0380,38,F,Divorciado(a),Bachelor,Remoto,2020-07-09,,,UX Designer,16601,2022-12-10,2021-01-22,2024-09-10,6.7,True,5,7,6.8,0
EMP1390,44,Outro,Casado(a),Technical Degree,Híbrido,2020-07-09,2023-04-22,Involuntária,Tech Lead,13584,2022-05-15,2020-11-19,2023-01-18,8.2,False,8,7,7.6,1
EMP0876,37,M,Divorciado(a),Technical Degree,Híbrido,2020-07-09,,,Product Manager,21991,2022-10-12,2023-05-30,2024-09-21,9.6,False,4,3,7.3,0
EMP0559,25,M,Solteiro(a),Technical Degree,Presencial,2020-07-10,,,Data Scientist,22106,2023-05-05,2024-02-12,2021-06-20,8.4,True,8,3,2.5,0
EMP0744,24,Outro,Solteiro(a),Bachelor,Presencial,2020-07-16,,,QA Engineer,22570,2023-06-24,2021-05-16,2021-11-21,8.5,False,6,6,5.0,0
EMP1055,25,M,Casado(a),PhD,Presencial,2020-07-17,,,QA Engineer,15967,2020-09-07,2021-09-13,2021-07-01,9.2,True,6,3,9.1,0
EMP0064,33,F,Casado(a),Master,Híbrido,2020-07-17,,,Data Scientist,21282,2024-03-27,2022-12-16,2022-07-12,6.2,True,9,6,1.7,0
EMP1792,30,M,Casado(a),Technical Degree,Híbrido,2020-07-18,,,DevOps Engineer,23557,2023-02-06,2022-04-14,2024-05-19,7.9,False,4,3,5.5,0
EMP1230,45,F,Viúvo(a),PhD,Remoto,2020-07-18,,,Junior Developer,5256,2024-10-20,2024-03-28,2021-10-15,6.1,False,1,3,1.7,0
EMP1972,49,M,Solteiro(a),PhD,Presencial,2020-07-19,,,Data Scientist,19011,2021-11-16,2024-09-06,2022-11-10,8.9,False,4,7,3.5,0
EMP0482,50,F,Solteiro(a),PhD,Híbrido,2020-07-21,,,Tech Lead,20897,2024-07-23,2024-03-13,2022-06-07,7.0,False,2,4,8.2,0
EMP0372,42,F,Solteiro(a),Technical Degree,Híbrido,2020-07-22,,,Product Manager,24493,2024-06-28,2021-03-13,2024-03-23,9.4,True,9,3,8.2,0
EMP0345,30,Outro,Viúvo(a),Master,Híbrido,2020-07-22,,,QA Engineer,20768,2024-05-26,2022-08-13,2023-08-11,8.3,True,5,5,4.2,0
EMP1946,45,M,Casado(a),PhD,Remoto,2020-07-23,,,DevOps Engineer,11120,2024-02-07,2023-12-29,2022-09-01,6.9,False,7,7,2.1,0
EMP0288,48,F,Divorciado(a),Technical Degree,Híbrido,2020-07-24,2023-02-10,Involuntária,Data Scientist,16837,2020-11-03,2022-01-13,2021-11-03,9.2,False,3,6,8.8,1
EMP1009,32,Outro,Solteiro(a),Master,Remoto,2020-07-24,2022-01-12,Involuntária,Junior Developer,20597,2021-03-27,2021-04-22,2020-09-19,7.4,True,2,6,8.7,1
EMP0628,46,F,Viúvo(a),Technical Degree,Remoto,2020-07-24,,,DevOps Engineer,8243,2022-11-17,2022-05-31,2024-08-01,6.5,False,7,2,6.6,0
EMP0018,43,Outro,Divorciado(a),Technical Degree,Híbrido,2020-07-25,,,Tech Lead,16589,2022-09-11,2022-02-14,2023-02-08,8.8,True,4,4,7.1,0
EMP1585,52,Outro,Solteiro(a),Master,Híbrido,2020-07-26,2024-09-18,Voluntária,Data Scientist,24562,2021-11-11,2023-07-19,2022-09-23,7.6,True,1,5,9.0,1
EMP0984,22,F,Viúvo(a),Bachelor,Híbrido,2020-07-27,,,Data Scientist,11147,2021-05-09,2021-04-01,2020-08-20,7.1,True,7,6,7.5,0
EMP0777,25,M,Solteiro(a),PhD,Presencial,2020-07-28,,,Junior Developer,10241,2021-04-25,2021-01-22,2021-08-15,7.1,False,9,5,10.0,0
EMP0011,35,Outro,Divorciado(a),Bachelor,Presencial,2020-07-28,,,Senior Developer,22868,2021-02-02,2022-09-14,2021-02-11,6.8,False,7,1,3.8,0
EMP1781,48,F,Solteiro(a),PhD,Presencial,2020-07-28,,,UX Designer,12500,2021-09-24,2023-08-13,2022-07-15,8.7,False,3,3,3.8,0
EMP1222,26,M,Casado(a),Master,Presencial,2020-07-29,,,Junior Developer,24731,2022-11-02,2022-11-20,2020-10-10,8.8,False,9,5,8.8,0
EMP1161,51,F,Casado(a),PhD,Híbrido,2020-07-29,,,UX Designer,21382,2022-09-22,2023-05-25,2023-11-16,6.8,True,8,1,2.7,0
EMP0226,32,F,Divorciado(a),PhD,Presencial,2020-07-29,,,Data Scientist,6089,2020-08-23,2023-10-17,2022-03-03,7.3,False,7,6,8.7,0
EMP1358,52,Outro,Casado(a),Master,Remoto,2020-07-30,,,QA Engineer,23054,2024-07-10,2023-07-02,2024-02-17,7.1,True,3,2,9.7,0
EMP0899,25,M,Solteiro(a),Bachelor,Híbrido,2020-07-30,,,Data Scientist,23118,2022-05-02,2022-08-21,2022-04-03,8.4,False,5,3,7.9,0
EMP1202,48,M,Solteiro(a),Bachelor,Remoto,2020-07-31,,,Junior Developer,10235,2022-11-30,2023-11-22,2023-04-15,9.0,True,2,2,2.2,0
EMP1966,49,Outro,Solteiro(a),Technical Degree,Presencial,2020-08-01,,,UX Designer,13769,2024-09-25,2020-11-16,2023-08-06,9.9,False,6,2,9.1,0
EMP1591,23,F,Solteiro(a),PhD,Híbrido,2020-08-01,,,Data Scientist,24307,2021-07-08,2021-08-05,2023-09-01,7.4,False,6,3,3.5,0
EMP1787,34,Outro,Solteiro(a),PhD,Híbrido,2020-08-04,,,Tech Lead,19860,2022-09-28,2020-11-22,2021-01-27,6.9,True,4,3,6.0,0
EMP0973,48,M,Solteiro(a),Bachelor,Remoto,2020-08-04,2021-08-05,Involuntária,Tech Lead,5615,2021-03-22,2021-03-30,2021-01-11,9.5,True,5,2,5.6,1
EMP0812,42,M,Divorciado(a),PhD,Híbrido,2020-08-04,,,Product Manager,24689,2020-08-25,2021-02-21,2022-01-15,8.6,False,9,3,2.3,0
EMP0572,34,M,Solteiro(a),Bachelor,Híbrido,2020-08-05,,,QA Engineer,10065,2022-05-20,2021-12-13,2023-03-18,6.6,False,6,5,1.0,0
EMP1402,39,Outro,Divorciado(a),Bachelor,Híbrido,2020-08-06,,,Junior Developer,14950,2021-06-18,2022-12-26,2024-04-01,6.5,False,3,1,3.3,0
EMP1261,27,M,Viúvo(a),Bachelor,Presencial,2020-08-06,,,DevOps Engineer,5282,2020-09-26,2022-09-25,2021-05-30,6.9,False,2,7,8.0,0
EMP1432,46,F,Divorciado(a),PhD,Remoto,2020-08-06,,,DevOps Engineer,17252,2023-09-24,2021-01-01,2023-06-02,7.1,True,6,2,3.5,0
EMP0789,25,F,Viúvo(a),Master,Remoto,2020-08-07,,,QA Engineer,6054,2021-05-11,2022-04-22,2020-08-20,8.0,False,8,1,8.4,0
EMP1803,46,F,Casado(a),PhD,Híbrido,2020-08-07,,,Product Manager,17651,2022-06-05,2023-09-19,2024-03-29,7.9,False,1,3,4.0,0
EMP1574,52,Outro,Divorciado(a),Technical Degree,Presencial,2020-08-07,2023-05-28,Involuntária,QA Engineer,17602,2021-09-03,2021-02-25,2020-10-11,7.2,True,7,4,6.0,1
EMP1235,34,M,Viúvo(a),Master,Presencial,2020-08-07,2022-02-08,Voluntária,Product Manager,15965,2021-02-23,2021-02-15,2020-12-08,6.9,False,5,3,2.8,1
EMP0366,28,F,Casado(a),PhD,Remoto,2020-08-09,,,Senior Developer,17851,2023-05-10,2024-08-06,2023-02-03,7.8,False,3,5,7.8,0
EMP0190,33,Outro,Viúvo(a),Master,Remoto,2020-08-09,,,QA Engineer,19686,2023-11-07,2020-09-30,2022-05-09,8.1,False,2,3,1.4,0
EMP1125,35,Outro,Solteiro(a),PhD,Presencial,2020-08-09,2023-05-22,Involuntária,UX Designer,17815,2020-10-13,2021-07-19,2023-05-18,9.9,True,7,6,4.6,1
EMP0125,35,Outro,Solteiro(a),Technical Degree,Presencial,2020-08-10,,,Data Scientist,16296,2023-12-14,2023-01-16,2022-07-18,7.3,True,3,3,7.1,0
EMP1338,23,M,Casado(a),PhD,Remoto,2020-08-10,,,Senior Developer,16581,2021-08-04,2024-03-24,2024-01-04,9.1,True,1,2,4.7,0
EMP0809,34,Outro,Divorciado(a),Technical Degree,Híbrido,2020-08-11,,,Junior Developer,13625,2022-01-01,2024-04-18,2024-05-03,7.1,True,3,1,6.8,0
EMP1724,27,F,Viúvo(a),Technical Degree,Híbrido,2020-08-11,,,QA Engineer,13345,2022-12-12,2021-08-11,2021-07-07,8.7,True,5,5,3.3,0
EMP1692,30,F,Divorciado(a),PhD,Remoto,2020-08-11,,,Product Manager,5166,2023-02-21,2023-03-04,2020-11-05,7.4,False,3,7,3.6,0
EMP1827,31,M,Divorciado(a),PhD,Híbrido,2020-08-12,,,UX Designer,13794,2022-03-12,2020-10-14,2021-12-06,9.8,False,2,5,6.5,0
EMP0034,30,M,Solteiro(a),Master,Remoto,2020-08-12,,,Senior Developer,18407,2021-06-21,2024-02-18,2021-07-05,8.2,False,9,5,3.5,0
EMP0356,53,Outro,Divorciado(a),Technical Degree,Presencial,2020-08-13,,,Tech Lead,18519,2024-04-27,2020-10-04,2021-05-09,7.7,True,3,1,1.6,0
EMP1893,50,M,Divorciado(a),PhD,Híbrido,2020-08-15,,,Junior Developer,7609,2024-07-09,2021-08-27,2022-01-15,8.6,True,8,7,1.6,0
EMP0491,37,F,Casado(a),Technical Degree,Híbrido,2020-08-15,,,QA Engineer,13633,2023-06-04,2023-12-20,2023-08-17,6.2,False,5,7,3.9,0
EMP1639,37,F,Divorciado(a),Bachelor,Presencial,2020-08-18,,,DevOps Engineer,5184,2024-10-10,2020-12-07,2021-12-28,6.8,True,9,5,2.9,0
EMP1799,30,M,Divorciado(a),Bachelor,Remoto,2020-08-19,,,UX Designer,16622,2022-08-08,2023-04-26,2023-03-21,8.9,True,4,3,3.4,0
EMP1207,33,M,Casado(a),Technical Degree,Híbrido,2020-08-19,,,Junior Developer,15119,2022-12-09,2023-02-07,2020-11-21,9.3,False,8,2,1.9,0
EMP1291,32,Outro,Casado(a),Bachelor,Híbrido,2020-08-20,,,DevOps Engineer,14967,2022-10-19,2022-01-27,2023-08-31,7.5,False,8,2,3.7,0
EMP1370,38,Outro,Divorciado(a),Bachelor,Híbrido,2020-08-20,,,Junior Developer,16008,2023-05-03,2024-06-02,2023-04-27,8.0,True,7,3,6.7,0
EMP0271,32,M,Viúvo(a),Bachelor,Presencial,2020-08-20,,,Junior Developer,23268,2023-03-23,2021-04-17,2024-04-07,6.2,False,6,6,9.1,0
EMP0838,47,Outro,Divorciado(a),Technical Degree,Híbrido,2020-08-21,,,DevOps Engineer,17894,2022-08-03,2022-08-11,2023-03-16,6.1,False,6,1,2.0,0
EMP0858,45,F,Solteiro(a),Master,Remoto,2020-08-21,,,Tech Lead,16556,2022-02-20,2023-09-07,2022-09-11,8.7,True,3,4,8.1,0
EMP1198,47,M,Divorciado(a),Technical Degree,Presencial,2020-08-21,,,Data Scientist,21950,2022-11-19,2022-11-18,2023-03-13,8.1,True,2,7,8.4,0
EMP1181,40,F,Solteiro(a),Bachelor,Híbrido,2020-08-21,,,Product Manager,9861,2021-03-26,2023-06-06,2021-10-01,10.0,True,2,3,6.5,0
EMP0229,35,M,Viúvo(a),Master,Presencial,2020-08-21,,,DevOps Engineer,17109,2021-01-01,2022-11-19,2023-05-25,7.9,True,9,6,9.3,0
EMP0243,39,F,Casado(a),Technical Degree,Remoto,2020-08-23,,,Product Manager,21977,2023-09-12,2021-11-26,2024-04-10,6.4,True,8,4,9.1,0
EMP1057,43,M,Casado(a),Technical Degree,Presencial,2020-08-24,,,Data Scientist,15437,2022-05-17,2022-11-16,2023-04-15,7.7,True,5,7,7.9,0
EMP0098,30,F,Casado(a),PhD,Remoto,2020-08-24,2021-04-30,Involuntária,Data Scientist,16372,2021-03-02,2021-01-12,2020-10-02,8.8,True,6,2,5.8,1
EMP0337,40,F,Divorciado(a),Master,Presencial,2020-08-25,,,DevOps Engineer,24744,2021-03-12,2021-12-18,2023-08-30,7.7,True,3,2,4.7,0
EMP1968,36,M,Solteiro(a),Master,Presencial,2020-08-25,2021-02-16,Involuntária,Product Manager,7976,2020-10-24,2020-12-16,2021-01-23,8.0,True,7,3,3.4,1
EMP1773,25,F,Solteiro(a),Technical Degree,Híbrido,2020-08-25,2020-10-02,Voluntária,Data Scientist,19994,2020-09-13,2020-08-27,2020-08-30,9.8,True,2,2,8.2,1
EMP1712,30,Outro,Solteiro(a),Bachelor,Remoto,2020-08-28,,,Tech Lead,15068,2021-05-24,2021-10-17,2020-09-04,6.5,False,7,2,5.2,0
EMP0534,29,F,Solteiro(a),Technical Degree,Híbrido,2020-08-29,,,UX Designer,20372,2022-02-16,2022-02-13,2024-08-09,7.3,True,8,3,1.9,0
EMP1742,27,Outro,Solteiro(a),Bachelor,Remoto,2020-08-30,2020-11-17,Involuntária,Product Manager,12230,2020-10-28,2020-09-14,2020-09-25,8.7,False,8,2,1.9,1
EMP1410,48,Outro,Casado(a),Technical Degree,Presencial,2020-08-31,,,UX Designer,16230,2021-12-14,2023-03-03,2024-08-02,9.5,True,4,6,7.2,0
EMP0084,33,M,Viúvo(a),Bachelor,Presencial,2020-09-02,,,Product Manager,16641,2023-11-12,2022-01-19,2023-12-01,6.3,True,8,1,9.3,0
EMP0412,28,Outro,Solteiro(a),Technical Degree,Remoto,2020-09-02,2020-10-17,Involuntária,Junior Developer,18097,2020-10-03,2020-09-29,2020-09-13,9.7,True,1,3,4.5,1
EMP1146,47,F,Solteiro(a),Technical Degree,Remoto,2020-09-02,,,QA Engineer,19507,2024-06-27,2022-10-23,2023-08-23,9.7,True,6,3,9.0,0
EMP0543,39,Outro,Divorciado(a),Master,Presencial,2020-09-05,,,Senior Developer,6997,2021-10-21,2021-06-16,2022-01-02,7.6,True,2,7,3.6,0
EMP1536,39,M,Solteiro(a),Master,Presencial,2020-09-06,,,Data Scientist,14231,2024-09-08,2022-01-28,2022-11-03,8.7,False,3,7,3.2,0
EMP0573,26,F,Divorciado(a),Master,Presencial,2020-09-07,,,Senior Developer,8945,2022-03-08,2023-03-16,2022-01-27,8.9,True,8,7,3.1,0
EMP1105,48,Outro,Solteiro(a),Technical Degree,Presencial,2020-09-10,,,Senior Developer,7268,2024-07-06,2020-11-11,2022-01-18,7.9,True,6,2,7.2,0
EMP0511,38,M,Casado(a),Technical Degree,Remoto,2020-09-11,,,Tech Lead,6364,2022-10-04,2023-02-22,2022-12-09,8.2,True,8,2,5.8,0
EMP0554,41,F,Casado(a),Bachelor,Híbrido,2020-09-11,,,Senior Developer,19254,2023-08-08,2021-07-21,2022-05-26,7.1,True,3,1,10.0,0
EMP0014,34,M,Divorciado(a),PhD,Remoto,2020-09-12,,,Junior Developer,8748,2022-10-27,2021-02-20,2023-10-17,8.8,False,8,7,2.5,0
EMP1528,46,F,Divorciado(a),Master,Presencial,2020-09-13,2024-10-16,Voluntária,Senior Developer,21756,2023-02-27,2024-10-11,2020-09-29,6.6,False,9,7,3.8,1
EMP0550,25,Outro,Casado(a),Master,Híbrido,2020-09-13,,,QA Engineer,9137,2022-06-24,2024-04-20,2021-02-11,7.3,True,5,2,5.1,0
EMP0287,52,M,Casado(a),Master,Remoto,2020-09-15,,,Data Scientist,10939,2023-07-10,2024-01-06,2022-07-26,6.9,False,6,1,9.6,0
EMP0936,34,F,Viúvo(a),Bachelor,Remoto,2020-09-16,,,Data Scientist,23800,2022-03-20,2021-05-15,2020-11-15,7.7,False,6,1,5.8,0
EMP0224,30,M,Viúvo(a),Master,Remoto,2020-09-16,,,Product Manager,14177,2022-03-31,2020-12-18,2021-01-05,7.0,False,8,2,1.9,0
EMP1979,29,Outro,Divorciado(a),PhD,Híbrido,2020-09-17,,,DevOps Engineer,15095,2020-11-21,2024-08-04,2023-11-25,9.8,True,3,3,2.9,0
EMP0455,43,M,Divorciado(a),Bachelor,Remoto,2020-09-18,,,Tech Lead,22737,2024-06-21,2024-08-27,2024-07-22,8.2,False,7,5,1.1,0
EMP1825,30,M,Divorciado(a),Bachelor,Remoto,2020-09-18,,,Data Scientist,15341,2022-05-13,2021-01-23,2022-10-14,9.4,True,9,1,2.3,0
EMP0174,51,F,Casado(a),PhD,Presencial,2020-09-18,,,Junior Developer,17686,2024-03-15,2023-09-16,2020-11-12,7.6,False,2,3,4.1,0
EMP0050,27,F,Viúvo(a),Bachelor,Híbrido,2020-09-19,,,Data Scientist,16003,2024-06-01,2023-05-20,2023-10-19,6.3,True,3,4,1.7,0
EMP0590,22,Outro,Casado(a),Master,Híbrido,2020-09-20,,,Tech Lead,5564,2021-04-06,2022-12-05,2022-10-24,9.1,False,2,7,8.3,0
EMP0413,47,F,Solteiro(a),Technical Degree,Presencial,2020-09-21,,,QA Engineer,7345,2022-11-08,2023-09-16,2024-09-01,8.4,True,4,7,1.1,0
EMP1573,29,F,Solteiro(a),Technical Degree,Remoto,2020-09-22,,,Tech Lead,11546,2021-09-22,2020-11-25,2021-11-09,6.2,False,3,2,4.5,0
EMP1738,33,M,Solteiro(a),PhD,Híbrido,2020-09-22,,,UX Designer,11122,2024-03-03,2023-11-18,2023-07-05,7.5,True,7,7,2.4,0
EMP1154,53,M,Solteiro(a),Technical Degree,Híbrido,2020-09-22,,,Tech Lead,24988,2024-03-03,2023-02-27,2024-04-11,8.5,True,5,6,6.8,0
EMP0355,42,Outro,Casado(a),PhD,Remoto,2020-09-23,,,QA Engineer,11644,2023-10-04,2022-02-18,2021-09-15,6.9,False,8,2,7.4,0
EMP0104,51,F,Casado(a),Technical Degree,Presencial,2020-09-24,,,Tech Lead,9090,2024-04-20,2022-03-14,2021-08-20,9.8,True,9,7,5.7,0
EMP1667,22,Outro,Solteiro(a),Bachelor,Híbrido,2020-09-26,2021-12-23,Involuntária,Product Manager,21219,2021-08-26,2020-12-05,2021-07-20,7.5,True,8,2,9.7,1
EMP0670,53,F,Casado(a),Technical Degree,Presencial,2020-09-27,,,Senior Developer,13183,2023-08-14,2023-01-25,2023-04-20,7.7,False,5,2,4.5,0
EMP0321,51,M,Solteiro(a),Technical Degree,Híbrido,2020-09-27,,,Product Manager,18318,2023-10-06,2022-10-16,2023-09-19,7.0,False,3,1,3.0,0
EMP1201,35,Outro,Viúvo(a),Master,Remoto,2020-09-28,,,DevOps Engineer,15590,2024-08-23,2021-01-26,2021-08-20,9.0,False,4,6,1.4,0
EMP1994,47,Outro,Divorciado(a),Technical Degree,Híbrido,2020-09-28,2022-11-01,Involuntária,UX Designer,9113,2021-07-27,2021-05-30,2022-07-23,7.6,True,6,1,3.7,1
EMP1771,46,M,Viúvo(a),Master,Remoto,2020-09-28,2021-12-22,Involuntária,Tech Lead,24795,2021-10-03,2020-10-16,2021-05-21,6.2,False,9,3,6.1,1
